FP-1;Ubah status data user;05/11/2012 07:09:14;603 (1);
985391856;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:46:46; di Nopend 41100;
981397165;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:46:56; di Nopend 84300;
973364270;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:46:59; di Nopend 43200;
;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:47:00; di Nopend 46100;
968286884;Ubah Data Faktur Penjualan 040.000-12.00007555;05/11/2012 16:47:00; di Nopend 45300 dengan id (8850);
;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:47:05; di Nopend 45400;
982390786;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:47:11; di Nopend 46200;
986391920;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:47:21; di Nopend 44100;
986391827;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:47:21; di Nopend 45500;
968286884;Ubah Data Faktur Penjualan 010.000-12.00007556;05/11/2012 16:47:26; di Nopend 45300 dengan id (8851);
968332419;Insert Data Faktur Penjualan dgn Pemebeli PT BRI ;05/11/2012 16:48:47; di Nopend 40500;
964191969;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:48:50; di Nopend 46300;
969336391;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:48:51; di Nopend 40600;
985391856;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:48:59; di Nopend 41100;
975360036;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:49:14; di Nopend 43100;
968286884;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:50:01; di Nopend 45300;
;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:50:04; di Nopend 46100;
986391920;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:50:19; di Nopend 44100;
971320482;Insert Data Faktur Penjualan dgn Pemebeli PT. BANK BRI ( PERSERO );05/11/2012 16:50:31; di Nopend 40000;
985391856;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:50:51; di Nopend 41100;
969322033;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:50:55; di Nopend 41300;
986391827;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:50:56; di Nopend 45500;
982390786;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:50:56; di Nopend 46200;
981397165;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:50:57; di Nopend 84300;
973351895;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:51:08; di Nopend 40900;
985391856;Ubah Data Faktur Penjualan 010.000-12.00007607;05/11/2012 16:51:15; di Nopend 41100 dengan id (8902);
973364270;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:51:17; di Nopend 43200;
975360036;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:51:33; di Nopend 43100;
985391856;Ubah Data Faktur Penjualan 040.000-12.00007596;05/11/2012 16:51:35; di Nopend 41100 dengan id (8891);
986391827;Ubah Data Faktur Penjualan 040.000-12.00007603;05/11/2012 16:51:37; di Nopend 45500 dengan id (8898);
981397165;Ubah Data Faktur Penjualan 040.000-12.00007597;05/11/2012 16:51:38; di Nopend 84300 dengan id (8892);
968332419;Insert Data Faktur Penjualan dgn Pemebeli PT BRI ;05/11/2012 16:51:51; di Nopend 40500;
986391827;Ubah Data Faktur Penjualan 040.000-12.00007603;05/11/2012 16:52:18; di Nopend 45500 dengan id (8898);
;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:52:30; di Nopend 46100;
986391920;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:52:42; di Nopend 44100;
968286884;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:52:57; di Nopend 45300;
969336391;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:52:59; di Nopend 40600;
985391856;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:53:00; di Nopend 41100;
973364270;Ubah Data Faktur Penjualan 040.000-12.00007619;05/11/2012 16:53:04; di Nopend 43200 dengan id (8914);
975360036;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:53:30; di Nopend 43100;
969336391;Ubah Data Faktur Penjualan 040.000-12.00007606;05/11/2012 16:53:43; di Nopend 40600 dengan id (8901);
968304140;Ubah Data Faktur Penjualan 040.000-12.00007600;05/11/2012 16:53:52; di Nopend 45400 dengan id (8895);
986391920;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:54:21; di Nopend 44100;
964195630;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:54:25; di Nopend 45100;
;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:54:52; di Nopend 46100;
969322033;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:55:06; di Nopend 41300;
973364270;Ubah Data Faktur Penjualan 010.000-12.00007619;05/11/2012 16:55:30; di Nopend 43200 dengan id (8914);
968332419;Insert Data Faktur Penjualan dgn Pemebeli PT BRI ;05/11/2012 16:55:32; di Nopend 40500;
982390786;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:56:10; di Nopend 46200;
973364270;Ubah Data Faktur Penjualan 010.000-12.00007619;05/11/2012 16:56:15; di Nopend 43200 dengan id (8914);
964191969;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:56:28; di Nopend 46300;
986391827;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:56:28; di Nopend 45500;
981397165;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:56:31; di Nopend 84300;
972337842;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:56:45; di Nopend 45200;
964191969;Ubah Data Faktur Penjualan 040.000-12.00007605;05/11/2012 16:56:54; di Nopend 46300 dengan id (8900);
973351895;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:56:54; di Nopend 40900;
969336391;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:56:54; di Nopend 40600;
982390786;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:57:14; di Nopend 46200;
968332419;Insert Data Faktur Penjualan dgn Pemebeli PT BRI ;05/11/2012 16:57:18; di Nopend 40500;
969336391;Ubah Data Faktur Penjualan 040.000-12.00007606;05/11/2012 16:57:22; di Nopend 40600 dengan id (8901);
964195630;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:57:39; di Nopend 45100;
969336391;Ubah Data Faktur Penjualan 010.000-12.00007625;05/11/2012 16:57:39; di Nopend 40600 dengan id (8920);
975360036;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 16:57:48; di Nopend 43100;
986391920;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 16:58:06; di Nopend 44100;
969336391;Ubah Data Faktur Penjualan 040.000-12.00007639;05/11/2012 16:58:09; di Nopend 40600 dengan id (8934);
971320482;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:58:22; di Nopend 40000;
986391827;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:58:28; di Nopend 45500;
969322033;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:58:30; di Nopend 41300;
964191969;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:59:03; di Nopend 46300;
969336391;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:59:11; di Nopend 40600;
981397165;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:59:14; di Nopend 84300;
972337842;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 16:59:59; di Nopend 45200;
968304140;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:00:03; di Nopend 45400;
973364270;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:00:22; di Nopend 43200;
968332419;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:00:57; di Nopend 40500;
969322033;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:01:06; di Nopend 41300;
968286884;Ubah Data Faktur Penjualan 020.000-12.00007558;05/11/2012 17:01:26; di Nopend 45300 dengan id (8853);
983390940;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 17:01:27; di Nopend 41200;
981397165;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 17:01:29; di Nopend 84300;
986391827;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 17:01:39; di Nopend 45500;
985391856;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 17:01:55; di Nopend 41100;
982390786;Ubah Data Faktur Penjualan 040.000-12.00007601;05/11/2012 17:01:57; di Nopend 46200 dengan id (8896);
972337842;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:02:23; di Nopend 45200;
964191969;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:02:27; di Nopend 46300;
982390786;Ubah Data Faktur Penjualan 010.000-12.00007616;05/11/2012 17:02:28; di Nopend 46200 dengan id (8911);
986391920;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:02:33; di Nopend 44100;
982390786;Pembatalan Faktur Pajak Keluaran 040.000-12.00007640;05/11/2012 17:03:06; id : (8935);
973351895;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 17:03:12; di Nopend 40900;
964195630;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 17:03:13; di Nopend 45100;
968332419;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:03:26; di Nopend 40500;
975360036;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:03:33; di Nopend 43100;
968304140;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:03:42; di Nopend 45400;
968286884;Ubah Data Faktur Penjualan 030.000-12.00007564;05/11/2012 17:03:45; di Nopend 45300 dengan id (8859);
982390786;Ubah Data Faktur Penjualan 010.000-12.00007640;05/11/2012 17:04:04; di Nopend 46200 dengan id (8935);
969336391;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 17:04:28; di Nopend 40600;
971320482;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:05:22; di Nopend 40000;
986391920;Ubah Data Faktur Penjualan 040.000-12.00007662;05/11/2012 17:05:33; di Nopend 44100 dengan id (8957);
;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 17:05:35; di Nopend 46100;
981397165;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:05:37; di Nopend 84300;
986391827;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:05:54; di Nopend 45500;
985391856;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:06:26; di Nopend 41100;
968304140;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:06:28; di Nopend 45400;
972337842;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:06:45; di Nopend 45200;
975360036;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:07:08; di Nopend 43100;
969322033;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 17:07:10; di Nopend 41300;
973351895;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:07:17; di Nopend 40900;
986391827;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:07:28; di Nopend 45500;
973364270;Insert Data Faktur Penjualan dgn Pemebeli PT DWIPA KHARISMA MITRA;05/11/2012 17:07:30; di Nopend 43200;
975360036;Ubah Data Faktur Penjualan 040.000-12.00007666;05/11/2012 17:07:32; di Nopend 43100 dengan id (8961);
981397165;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:07:32; di Nopend 84300;
968286884;Ubah Data Faktur Penjualan 030.000-12.00007565;05/11/2012 17:07:55; di Nopend 45300 dengan id (8860);
986391920;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:07:55; di Nopend 44100;
964191969;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 17:08:01; di Nopend 46300;
964195630;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:08:09; di Nopend 45100;
985391856;Insert Data Faktur Penjualan dgn Pemebeli Koperasi Ganda Ria;05/11/2012 17:08:15; di Nopend 41100;
982390786;Insert Data Faktur Penjualan dgn Pemebeli Departemen Pendidikan Nasional;05/11/2012 17:08:16; di Nopend 46200;
